taxid	domain	phylum	class	order	family	genus	species	5492_S3	5501_S5
151783	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus campinensis	124.23698808151626	36.740299430972954
1519190	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. JS1662	137.64863823640457	134.68836856988787
1522072	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. ba1	95.96282513945185	20.971568049830307
1522432	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	NA	95.58663859726701	22.2746591747784
1522761	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. ADI96-15	0.0	5.313047611892468
1523160	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Labedella	Labedella endophytica	0.0	1.8986019318442782
1523415	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. AAP5	2.7545886718938526	8.383017335519332
1523417	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea sp. AAP35	4.925661966460391	7.74916021285408
1523421	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	beta proteobacterium AAP51	6.578822440490964	0.0
1523432	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	alpha proteobacterium AAP81b	0.0	9.721271711584919
1524097	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia glaciei	137.9604999344075	196.59288763092633
152480	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	110.216967046195	49.87644407960627
152500	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia dolosa	3.425607398708837	0.0
1526735	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Vogesella	Vogesella sp. EB	6.071231142128196	7.227458052744608
152682	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas melonis	10.109561629845949	6.558523130361912
1527608	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Hydromonas	Hydromonas duriensis	12.034275961903283	16.494021501853375
1528773	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. AD80	862.2236872893808	362.64860658846493
1529318	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium sp. MLB-32	0.0	4.80749576639103
1537272	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. HH100	46.58526199065989	48.4213990025326
1537274	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. HH102	18.391614907250233	60.240588036560936
1537275	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. HH103	82.82258909277367	108.27826752720269
1537276	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. HH104	130.38108877090204	82.87335266606743
1537279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. HH107	322.839864636098	118.10103413918807
1537702	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp. 670	204.56284687839033	252.68861278272584
1537710	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea terrae	0.0	4.938791842556331
1538095	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. D384	3.4383645605437954	4.758532114166677
1539142	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. IDO	5.695923027362349	8.189939897123303
1541440	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola	Salinicola acroporae	40.62517188129415	39.25536912557384
1542435	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides solisilvae	7.165631920639512	0.0
1544861	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia novacaledonica	9.223547792231805	16.348796847481147
1545443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia	Belnapia sp. F-4-1	0.0	5.525864323698314
1547922	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Ideonella	Ideonella sakaiensis	165.361645771807	20.476526726534093
1549812	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. BSC265	8992.811861012031	4086.139785412562
1549858	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas taxi	0.0	2.295822764941838
1550230	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter sp. DSM 44400	104.77682611183651	0.0
1550242	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus sp. DSM 44511	1.5726845438948676	3.793529453486729
1552750	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea	Zoogloea oleivorans	6.818732947174362	0.0
155892	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides	134.26002461059116	396.17751422874073
155900	NA	NA	NA	NA	NA	NA	uncultured organism	47.152506496476256	37.320343534461436
1559896	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sulfuriferula	Sulfuriferula multivorans	1.9954676678055199	0.0
1560195	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. BJB301	55.124335145158454	52.85722390443878
1564112	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. NFACC18-2	7.456770717257968	0.0
1566264	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. NFACC06-2	9.402647164409284	0.0
1566295	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sp. NFACC03	0.0	9.291045275220943
1569211	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter halotolerans	24.310558677739838	22.000595171992092
1570344	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	Demequina	Demequina sp. NBRC 110055	0.0	1.9244296175071236
1571774	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. RSD-27	14.17196901454799	1.8095615729999934
1572871	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. BJB304	134.0890706562989	28.60398028737632
1573458	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Pseudomonas phage PS-1	17.84459419633028	12.989189603410233
157783	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cremoricolorata	3.6333754475608067	0.0
1581118	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HMSC05H02	3.200270801476957	0.0
158441	Eukaryota	Arthropoda	Collembola	Entomobryomorpha	Isotomidae	Folsomia	Folsomia candida	0.0	33.357556220340534
158500	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium resinovorum	0.0	6.578112863821654
1586287	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Lentzea guizhouensis	0.0	7.5613593984106755
1587523	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. MEJ108Y	0.0	1.953525819221595
1588023	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. Hiyo8	0.0	10.507766397576084
158836	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	42.55160313967042	31.55762929269533
158899	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas fungivorans	5.571665476093525	18.84267459487149
1592330	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. MBRL 601	0.0	5.394375981882917
1592727	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. MBRL 10	0.0	1.4512638526217927
159290	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum thiodismutans	15.227579236806841	9.07972396291584
1593482	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. YMA4	2.795455511136668	0.0
1597956	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	Limnohabitans sp. Hippo3	26.928472028941798	37.81373991830683
1603291	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus sp. B1	202.27464327320453	567.5995811089483
1603353	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia psychrophila	63.143938266878294	7.6644565125619515
1605283	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	alpha proteobacterium U9-1i	8.544782932722043	0.0
1605891	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter maris	15.67222322489477	0.0
160660	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter prosperus	25.60502130092739	26.54161074735059
160808	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans	60.26932446673442	63.012097382689355
1608910	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. HMSC76G11	2.565167777543177	0.0
1609977	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas hengshuiensis	3.641760436560309	3.0461928715650375
1619952	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	Burkholderiaceae bacterium 16	13.387054187156425	18.266838972835096
162426	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium hominis	0.0	10.124901399685665
1628745	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc linckia	0.0	2.899472817692066
1628748	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc linckia	2.396409891798419	0.0
1631247	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium delmotii	0.0	16.752191544231778
1631249	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium prunaredense	7.891871789294079	0.0
1631629	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium sp. NCPPB 925	0.0	59.44601819326574
1632857	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sulfuricella	Sulfuricella sp. T08	29.169360339058958	32.00208338716639
1633200	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	Bacteroidales bacterium Barb4	0.0	7.901520059129857
1635351	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. KPS-7	2.5214460491886257	0.0
1637875	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MSMB1826	9.145208037865022	7.422073616341401
1640515	Bacteria	Armatimonadetes	NA	NA	NA	NA	Armatimonadetes bacterium CSP1-3	4.535440549831142	0.0
1641859	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. S1	80.36850245521437	84.32730823779056
1642949	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Ag1	5.2184977251382705	20.401735388646898
164330	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera aminoaromatica	13.334747827207146	0.0
164400	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera phenylacetica	13.791969298794324	26.92473209944114
1644131	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 1_2014MBL_MicDiv	11.438861885900483	37.38964461989591
164546	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis	758.8775798719739	519.2125122063828
1647414	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. MEA3-1	5.267370232449658	9.578781502014051
1649647	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. KBS0711	295.9276435144076	261.937915049026
1651082	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter persicus	0.0	4.273104073375248
165695	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	41.67966410501974	252.0648602881156
165696	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	12.082849005321831	29.933048637937336
165697	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA	0.0	40.50620671939594
1660092	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella sp. SCN 68-11	0.0	88.9262812252279
1660104	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia sp. SCN 69-89	5.10879411906144	0.0
1660105	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia sp. SCN 70-15	8.69724998269634	11.108682005524953
1660120	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. SCN 63-17	3.2795488760413045	0.0
1660131	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. SCN 72-86	0.0	7.071167442066876
1660134	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp. SCN 68-63	12.693515775599918	0.0
1660138	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rubrivivax	Rubrivivax sp. SCN 71-131	0.0	10.632012733237879
1660139	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rubrivivax	Rubrivivax sp. SCN 70-15	13.335766004442798	0.0
1660158	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA	NA	2.517553018581714	0.0
1660171	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	Xanthomonadaceae bacterium SCN 69-48	81.65196477140496	32.52098701392446
1667327	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	6.867984775416681	0.0
1671680	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter tanaceti	0.0	3.4892583807853987
1675902	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. VT 511	9.618640488184575	0.0
167645	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	Propionivibrio limicola	47.44550196923032	0.0
1678012	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces monashensis	0.0	76.02446567836111
1678028	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. NR 4-1	4.587128017735221	4.886965568430555
1679497	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter flavus	204.74422217615333	378.60214798504944
1680762	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Ventosimonadaceae	Ventosimonas	Ventosimonas gracilis	50.25291607182104	115.01957120225552
1682204	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. ST111	44.63141980395905	44.786082816224564
1684385	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. ST904	0.0	2.3712336254793436
1686064	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Methylibium	Methylibium sp. NZG	11.614727048035295	0.0
1688405	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. DMS1	28.18047067212472	80.45836792376633
1688639	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum humi	65.13707011631966	56.872457015335776
1692239	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. GCS4	1.9663398131620082	8.816191845184772
169430	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia hospita	107.14961828461965	17.16927982783922
1697053	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Oblitimonas	Oblitimonas alkaliphila	1.7234147032906943	2.326179374806936
1698521	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas ascidiicola	91.72748733876485	18.40204445055234
1701573	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia piptadeniae	51.4783023570603	93.27315121968982
1703408	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	Myxococcales bacterium SG8_38_1	74.009885797258	16.735101264223278
1704499	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylovulum	Methylovulum psychrotolerans	0.0	7.218229301540019
1706231	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. CG23_2	1.8718889013604645	17.526381228616824
1707785	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. WG5	61.50401409691123	52.0642562748944
1710355	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. TFC3	0.0	5.118111605545515
1714841	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium telephonicum	0.0	7.203296669382594
1720342	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. TT2012	3.1161613761081335	0.0
1725	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium xerosis	0.0	6.081640229574731
1727196	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas sp. DH-1	40.761407988276545	0.0
1729650	Bacteria	Cyanobacteria	NA	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix sp. PCC 11201	11.44642834025956	0.0
1735670	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. Leaf2	0.0	6.834445701099143
1735676	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf10	0.0	2.2923833460901273
1735685	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf20	0.0	3.6485184276146074
1735686	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Xylophilus	Xylophilus sp. Leaf220	237.73863481844987	374.84760573283216
1735687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf22	3.961308374479462	0.0
1735695	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf28	0.0	1.5348566847133678
1736227	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella sp. Leaf61	8.551850280593053	16.751016587481192
1736237	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. Leaf78	56.31723958015441	182.00752996327225
1736240	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. Leaf84	47.66596728713868	122.51030501853107
1736243	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. Leaf87	12.640909951757799	28.866636528256954
1736250	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. Leaf94	9.357647723445286	0.0
1736257	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. Leaf111	26.642404154242087	11.109301528175262
1736266	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella sp. Leaf126	20.812381195666255	8.799849264926644
1736272	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Leaf139	1477.7584427881661	839.9174699867865
1736280	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. Leaf160	763.8957761813214	1890.4032118158004
1736301	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf231	0.0	3.0088292468964553
1736309	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf257	20.726994057687982	31.258357126896485
1736335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. Leaf321	0.0	2.868432596626628
1736340	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agreia	Agreia sp. Leaf335	74.64313214505617	0.0
1736343	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf339	9.07100088521942	5.07175422102246
1736345	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf343	0.0	23.261152862569038
1736355	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. Leaf371	0.0	6.227163963847109
1736379	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola sp. Leaf446	9.4231304946795	0.0
1736407	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria sp. Soil773	0.0	70.19524888451191
1736430	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pelomonas sp. Root1217	26.547553957250088	0.0
1736455	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Root133	637.3932239649181	192.5666526522739
1736462	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. Root1423	39.2533277881969	185.04656628008374
1736464	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pelomonas sp. Root1444	33.00832773118376	84.53681370784476
1736465	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. Root1455	11.379627927896852	0.0
1736470	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. Root1472	15.226421309754532	34.23482165602684
1736471	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella sp. Root1480D1	23.81390779359547	28.83927071739334
1736472	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Root1485	25.62410713303102	12.660458067446736
1736483	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. Root180	1.690593460635497	0.0
1736487	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sp. Root189	216.68087290899103	325.70127977803907
1736489	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella sp. Root198D2	62.42205060679966	69.33229655833273
1736492	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. Root217	38.658871996651186	98.74597158681175
1736493	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. Root219	38.383784464688915	73.86316477993617
1736509	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer sp. Root278	0.0	94.16496475623337
1736512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer sp. Root31	0.0	4.71144839274326
1736517	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Root335	792.2823578687578	264.81299149200595
